Gene,Mutation_Remark,System/Pathway_info,Drug_Name_and_Combination,Phases,Primary Phenotype Measures,Primary/Secondary_Hypertension,Drug_Class,Source
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: hydrocortisone|DRUG: dextrose solution 5%,PHASE2,"renal function, 10 days",Cirrhosis With Ascites,Anti-inflammatory,NCT00657306
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: UT-15C SR (treprostinil diethanolamine),PHASE1,"Treprostinil pharmacokinetics in volunteers with varying degrees of renal function following a single oral dose of a 1 mg treprostinil diethanolamine sustained release., 48hrs post dose (60 hours for ESRD)",Pulmonary Arterial Hypertension|Renal Dysfunction,"Antihypertensive, Prostaglandin I2 receptor agonist",NCT01131845
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Lisinopril|DRUG: Telmisartan,PHASE3,"Number of Participants With 50% Reduction of Baseline eGFR, End Stage Renal Disease (ESRD, Initiation of Dialysis or Preemptive Transplant), or Death., Patients followed for 5-8 years with average of 6.5 years follow up","Kidney, Polycystic","Antihypertensive, Angiotensin-converting enzyme inhibitor",NCT01885559
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: mycophenolate mofetil (CellCept),PHASE2,"The Number of Subjects With a 10% Decrease in PRA Level at Month 8., Enrollment to month 8","Kidney Failure, Chronic|Diabetic Nephropathies|Glomerulonephritis, IGA|Hypertension, Renal","Immunosuppressant, Inosine monophosphate dehydrogenase inhibitor",NCT00446459
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,"DRUG: Beta-blocker, ACE-inhibitor|DRUG: Calcium Channel Blockers, ACE-Inhibitor",PHASE4,"Change in glomerular filtration rate between the two treatment arms., Measured at baseline and after 18 months of treatment",Chronic Kidney Insufficiency|Hypertension|Vasodilation,NaN,NCT01380717
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: fimasartan,PHASE1,"pharmacokinetic characteristic of fimasartan, AUC, Cmax, Tmax, T1/2, and CL/F of fimasartan, 0, 0.5, 1, 1.5, 2, 2.5, 3, 4, 6, 8, 12, 24, 32, 48h",Renal Impairment,"Antihypertensive, Angiotensin II receptor antagonist",NCT01148368
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: 6R-BH4|OTHER: 6R-BH4 placebo|DIETARY_SUPPLEMENT: Folic acid|OTHER: Exercise training|OTHER: Stretching|DIETARY_SUPPLEMENT: Histidine and beta-alanine supplementation|OTHER: Histidine and beta-alanine placebo,PHASE2,"Change in functional sympatholysis, Muscle oxygenation during exercise and sympathoexcitation will be measured., Baseline, Week 12|Change in vascular alpha 1 adrenergic responsiveness, Changes in vascular diameter in response to phenylephrine will be measured., Baseline, Week 12|Change in exaggerated pressor responses during exercise, Blood pressure and sympathetic responses during exercise will be measured., Baseline, Week 12","Renal Insufficiency, Chronic","Antihyperphenylalaninemia, Cofactor replacement (tetrahydrobiopterin)",NCT02947750
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,"DRUG: amlodipine, hydralazine, terazosin or hydrochlorothiazide",PHASE4,"Change in urine microalbumin creatinine ratio, Kidney function will be assessed throughout the study to assess changes in function prior to the washout of ACE/ARB medication and reintroduction of the ACE/ARB medication., Visit 1 (screening visit and the beginning of the washout period may be combined -day -30), Visit 2 (day 30 of the washout period and the beginning of the test period), Visit 3 (day 30 of the test period), Visit 4 day (60) and Visit 5 (day 90)",Type 2 Diabetes|Hypertension,"Antihypertensive, Vasodilator, Calcium channel blocker",NCT02046395
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Optimal medical therapy|PROCEDURE: revascularization,PHASE4,"Glomerular filtration rate in the ischemic kidney after revascularization by means of percutaneous renal angioplasty (PTRAS) or optimal medical treatment., The Primary Objective of the study is to determine if revascularization by means of PTRAS is superior or equivalent to optimal medical treatment for preserving glomerular filtration rate in the ischemic kidney as assessed by 99TcDTPA sequential renal scintiscan, 24 months",Renal Artery Stenosis,NaN,NCT01208714
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: TPN171H single dose,PHASE1,"Area under the curve (AUC), Area under the curve (AUC) for plasma and urine following a single dose of TPN171H in subjects with renal insuffiency and healthy subjects., 72 hours or 120 hours after dosing|Time to maximum plasma concentration (Tmax), Time to maximum plasma concentration (Tmax) for plasma and urine following a single dose of TPN171H in subjects with renal insuffiency and healthy subjects., 72 hours or 120 hours after dosing|Maximum plasma concentration (Cmax), Maximum plasma concentration (Cmax) for plasma and urine following a single dose of TPN171H in subjects with renal insuffiency and healthy subjects., 72 hours or 120 hours after dosing|Terminal half-life (t 1/2), Terminal half-life (t 1/2) for plasma and urine following a single dose of TPN171H in subjects with renal insuffiency and healthy subjects., 72 hours or 120 hours|Apparent distribution volume (Vd), Apparent distribution volume (Vd) for plasma and urine following a single dose of TPN171H in subjects with renal mpairment and healthy subjects., 72 hours or 120 hours after dosing|Clearance rate (CL), Clearance rate (CL) for plasma and urine following a single dose of TPN171H in subjects with renal insuffiency and healthy subjects., 72 hours or 120 hours after dosing|Oral bioavailability (F), Oral bioavailability (F) for plasma and urine following a single dose of TPN171H in subjects with renal insuffiency and healthy subjects., 72 hours or 120 hours after dosing|Adverse events, Number of Participants With treatment-related Adverse Events and Serious Adverse Events., From administration of study drug through 8 days after administration of study drug",Pulmonary Arterial Hypertension|Erectile Dysfunction,"Antihypertensive, Impotence therapy, Phosphodiesterase V inhibitor ",NCT05208814
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: aliskiren 300 mg once daily|/sugar pill,PHASE4,"Change in Flow-mediated Dilation, Flow-mediated dilation of the brachial artery assessed by ultrasound to evaluate improvement of arterial functioning by % of dilation after non-invasive occlusion, Baseline to 3 months",Diabetes|Pre-hypertension|Hypertension,"Antihypertensive, Renin inhibitor",NCT01349114
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Sodium nitrite|DRUG: Sodium chloride,PHASE1,"Fractional urinary sodium excretion (FENa), 1 day",Hypertension,Antidote (cyanide poisoning),NCT02527837
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: losartan potassium|DRUG: Comparator: Placebo,PHASE4,"Incidence of chronic allograft nephropathy, 24 months post treatment",High Blood Pressure,"Antihypertensive, Angiotensin II receptor antagonist",NCT00140907
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Aliskiren|DRUG: Amlodipine| of Aliskiren| of amlodipine,PHASE2,"Part 1: Aliskiren Concentrations From Interstitial Fluid (Microdialysis)at the End of Aliskiren Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method. Interstitial fluid was collected for measurements of drug concentrations on the last day of the aliskiren treatment periods (Day 42)., Day 42|Part 1: Amlodipine Concentrations From Interstitial Fluid (Microdialysis) at the End of Amlodipine Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method. Interstitial fluid was collected for measurements of drug concentration on the last day of the amlodipine treatment periods (Day 98)., Day 98|Part 1: Angiotensin II Levels in Interstitial Fluid of Fat and Skeletal Muscle (Microdialysis) During Aliskiren Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method to determine Ang II concentration., Day 42|Part 1: Angiotensin II Levels in Interstitial Fluid of Fat and Skeletal Muscle (Microdialysis) During Amlodipine Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method to determine Ang II concentration., Day 98|Part 1: Aliskiren Concentrations From Tissue at the End of Aliskiren Treatment Period, Biopsies were taken from abdominal adipose and skeletal muscle tissue to determine aliskiren concentration. Tissue biopsy samples for drug concentrations analyses were taken on the last day of the aliskiren treatment periods (Day 42)., Day 42|Part 1: Angiotensin II Levels From Tissue During Aliskiren Treatment Period, Biopsies were taken from abdominal adipose and skeletal muscle tissue to determine Ang II concentration., Day 42|Part 1: Renin Activity and Concentrations From Adipose and Skeletal Tissues During Aliskiren Treatment Period, Day 42|Part 1: Aliskiren Concentrations From Plasma at the End of Aliskiren Treatment Period, Plasma samples were obtained for measurement of aliskiren or amlodipine concentrations. All blood samples were taken by an indwelling cannula inserted in a forearm vein or direct venipuncture. The plasma samples for drug concentrations analyses were taken on the last day of the aliskiren treatment periods (Day 42)., Day 42|Part 1: Amlodipine Concentrations From Plasma at the End of Amlodipine Treatment Period, Plasma samples were obtained for measurement of aliskiren or amlodipine concentrations. All blood samples were taken by an indwelling cannula inserted in a forearm vein or direct venipuncture. The plasma samples for drug concentrations analyses were taken on the last day of the amlodipine treatment periods (Day 98)., Day 98|Part 1: Angiotensin II Levels in Plasma During Aliskiren Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method to determine Ang II concentration., Day 42|Part 1: Angiotensin II Levels in Plasma During Amlodipine Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method to determine Ang II concentration., Day 98|Part 1: Renin Concentrations From Plasma During Aliskiren Treatment Period, Renin concentrations from plasma were measured as: plasma renin concentration (PRC), prorenin concentration and total renin concentration (renin + prorenin concentration)., Day 42|Part 1: Renin Concentrations From Plasma During Amlodipine Treatment Period, Renin concentrations from plasma were measured as plasma renin concentration (PRC), prorenin concentration and total renin concentration (renin + prorenin concentration)., Day 98|Part 1: Renin Activity From Plasma During Aliskiren Treatment Period, Plasma Renin activity (PRC) was measured by a trapping PRA (tPRA) assay., Day 42|Part 1: Renin Activity From Plasma During Amlodipine Treatment Period, Plasma renin activity (PRC) was measured by a trapping PRA (tPRA) assay., Day 98|Part 2: Change From Baseline in Angiotensin II Levels in Interstitial Fluid of Fat and Skeletal Muscle (Microdialysis) During Double Blind Treatment Period, Interstitial fluid was obtained from subcutaneous adipose and skeletal muscle tissues by microdialysis using the zero-flow method to determine Ang II concentration., Placebo Baseline (Day 14), Active Treatment (Day 98)|Part 2: Change From Baseline in Plasma Angiotensin II Levels During Double Blind Treatment Period, Plasma Ang II was measured prior to and 1 hour after the Insulin modified-frequently sampled intravenous glucose tolerance test (IM-FSIGT) during placebo treatment (Days 14) and active treatment(Day 98)., Placebo Baseline (Day 14), Active Treatment (Day 98)|Part 2: Plasma Renin Activity (PRA) Concentration During Double Blind Treatment Period, Day 98|Part 2: Plasma Renin Concentration (PRC) Levels During Double Blind Treatment Period, Day 98",Hypertension|Abdominal Obesity,"Antihypertensive, Renin inhibitor",NCT00498433
